Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HR420167,061XX S THROOP ST,GAME/DICE,SIDEWALK,True,2009,41.782058595,-87.6571117
HM273263,004XX E 79TH ST,WIREROOM/SPORTS,SMALL RETAIL STORE,True,2006,41.751148898000004,-87.61319561299999
HL381914,062XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2005,41.78210152,-87.586502002
HJ503485,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2003,41.88989649,-87.722601149
HS300231,053XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2010,41.796991238000004,-87.66101815799999
HN422291,066XX S HALSTED ST,GAME/DICE,SIDEWALK,True,2007,41.772972076,-87.644610871
HS332822,020XX W LAWRENCE AVE,OTHER,GOVERNMENT BUILDING/PROPERTY,True,2010,41.968747291999996,-87.679913988
HN573083,050XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2007,41.894005182,-87.75178354
HJ259531,059XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.785999601,-87.665591733
HJ115742,062XX S ST LAWRENCE AVE,ILLEGAL ILL LOTTERY,STREET,True,2003,41.781691798000004,-87.61083374299999
HT530091,102XX S CALHOUN AVE,GAME/DICE,SIDEWALK,True,2011,41.709175199,-87.56210952200001
HM672403,047XX S PRAIRIE AVE,GAME/DICE,STREET,True,2006,41.808601975,-87.61957306299999
HN388444,063XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2007,41.778583731,-87.686071593
HH617777,015XX W HASTINGS ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2002,41.864197247,-87.66505770299999
HH432904,103XX S SANGAMON ST,GAME/CARDS,STREET,True,2002,41.706334834,-87.646461475
HS446972,079XX S STEWART AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.749457091,-87.63431180200001
HL592986,059XX S CAMPBELL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.785566241,-87.686254369
G661267,050XX S STATE ST,GAME/DICE,STREET,True,2001,41.803057542,-87.62606771899999
HP582900,052XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2008,41.799090959000004,-87.661076896
HN694783,005XX E BROWNING AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.829879483,-87.61229185100001
HM326203,050XX W CONCORD PL,GAME/DICE,ALLEY,True,2006,41.91047031,-87.751722286
HP508251,071XX S ASHLAND AVE,GAME/DICE,GAS STATION,True,2008,41.764682386,-87.66378579200001
HM424449,042XX S COTTAGE GROVE AVE,GAME/DICE,SIDEWALK,True,2006,41.817511646,-87.606722405
HH653670,059XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.967662279,-87.776556115
JA215537,004XX N CLARK ST,OTHER,BAR OR TAVERN,True,2017,41.889751946,-87.631072891
HN302701,052XX S MARSHFIELD AVE,GAME/DICE,ALLEY,True,2007,41.798671915,-87.66592596
HK267513,048XX W WABANSIA AVE,GAME/DICE,SIDEWALK,True,2004,41.911441151,-87.747282758
HS353336,049XX W HURON ST,GAME/DICE,SIDEWALK,True,2010,41.893134362,-87.748904585
HN542623,022XX S WENTWORTH AVE,OTHER,OTHER,True,2007,41.851955561,-87.631993005
HJ105279,061XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2003,41.783186768,-87.60724574
G087728,063XX S KING DR,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.778536394,-87.615734323
HN609034,018XX S HAMLIN AVE,GAME/DICE,STREET,True,2007,41.856205031,-87.719974206
HR398936,077XX S EMERALD AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2009,41.75382857,-87.642902496
HK537011,037XX W 16TH ST,GAME/DICE,SIDEWALK,True,2004,41.858938378000005,-87.718446696
HR551234,016XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2009,41.858502718000004,-87.713976093
HV331103,009XX W ADDISON ST,OTHER,CTA TRAIN,True,2012,41.947252263,-87.65350869
HJ723751,081XX S EMERALD AVE,GAME/DICE,STREET,True,2003,41.745805654,-87.642684314
HV112220,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2012,41.897717521,-87.7489583
HR303275,015XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2009,41.860139578,-87.709144009
HN503446,109XX S WABASH AVE,GAME/DICE,SIDEWALK,True,2007,41.695466681999996,-87.622000699
HV268492,068XX S CALUMET AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2012,41.770487034,-87.61699710799999
HM360900,103XX S VINCENNES AVE,GAME/DICE,SIDEWALK,True,2006,41.706326697,-87.656188319
HW347167,048XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2013,41.876768593,-87.746395256
G288988,062XX S RICHMOND ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.780623108,-87.696943992
HS547698,002XX N LARAMIE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.88465094,-87.75522124
HL605255,066XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2005,41.773371528,-87.66531946799999
HX294406,040XX W WEST END AVE,GAME/DICE,SIDEWALK,True,2014,41.883341699,-87.727492625
HK541520,071XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2004,41.763921478,-87.688117686
HP527138,059XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2008,41.786895162,-87.62719508299999
HP493967,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2008,41.790030663,-87.654769084
JA146716,013XX N HUDSON AVE,GAME/DICE,SIDEWALK,True,2017,41.907153315,-87.639680572
HS482665,078XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2010,41.751649411,-87.664679854
HK439134,066XX S WOOD ST,GAME/DICE,SIDEWALK,True,2004,41.773274468000004,-87.668931476
HK679961,063XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2004,41.778322975,-87.68606321700001
G605932,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2001,41.791543885,-87.661027413
HL431051,061XX S SACRAMENTO AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.781728556,-87.698340988
HN420576,104XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2007,41.704918012,-87.602732766
HN493065,002XX N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2007,41.884913854000004,-87.766676675
HV454276,072XX S ARTESIAN AVE,GAME/DICE,RESIDENCE-GARAGE,True,2012,41.762026129,-87.684390684
HK147644,055XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.794257212,-87.620832396
HN513249,005XX E 47TH ST,GAME/DICE,ALLEY,True,2007,41.809430883000005,-87.61343822299999
HK518498,080XX S HOUSTON AVE,GAME/DICE,SIDEWALK,True,2004,41.748992931,-87.550423115
HJ549883,079XX S MERRILL AVE,GAME/DICE,SIDEWALK,True,2003,41.751014366,-87.57231353899999
G310813,021XX E 67 ST,GAME/DICE,OTHER,True,2001,41.775202908000004,-87.57360774
G436061,018XX N MOZART ST,BOOKMAKING/HORSES,RESIDENCE,True,2001,41.914844267,-87.69830177700001
HH312352,102XX S STATE ST,GAME/DICE,"SCHOOL, PRIVATE, BUILDING",True,2002,41.708330648,-87.62354356200001
HP451150,077XX S CARPENTER ST,GAME/DICE,STREET,True,2008,41.753383576,-87.65017834
HK502199,063XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,STREET,True,2004,41.779229871999995,-87.615601936
HM431219,065XX N CLARK ST,GAME/CARDS,OTHER,True,2006,42.001048401999995,-87.671625853
HH439648,054XX S SHIELDS AVE,GAME/DICE,ALLEY,True,2002,41.795514167,-87.634244291
HN383838,062XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2007,41.78210152,-87.586502002
HS352507,111XX S VINCENNES AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2010,41.691474997,-87.663787609
HW362854,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2013,41.888935854,-87.755994253
HK439738,118XX S HARVARD AVE,GAME/DICE,ALLEY,True,2004,41.679108772,-87.631098181
HM456151,122XX S WALLACE ST,GAME/DICE,SIDEWALK,True,2006,41.671709633,-87.636895867
HR626031,003XX W 75TH ST,GAME/DICE,SIDEWALK,True,2009,41.758101941,-87.633008505
HH341225,066XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2002,41.773371528,-87.66531946799999
HM291524,034XX W 83RD ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",False,2006,41.742394696,-87.708394929
HK132385,024XX W JACKSON BLVD,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.87752688,-87.688235691
HP564899,033XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2008,41.895513392,-87.710742689
HK425260,064XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2004,41.776658751,-87.681002285
HW451311,011XX N LECLAIRE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2013,41.900994183,-87.753295971
HN280988,050XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2007,41.87579865,-87.751548394
HK525486,017XX E 69TH ST,GAME/DICE,SIDEWALK,True,2003,41.769742848,-87.582118129
HY383538,066XX S MARQUETTE RD,GAME/DICE,SIDEWALK,True,2015,41.77430183,-87.613083318
HZ344762,056XX S MAY ST,GAME/DICE,ABANDONED BUILDING,True,2016,41.791722442,-87.65359612299999
HL470213,009XX N MASSASOIT AVE,GAME/DICE,SIDEWALK,True,2005,41.897618116,-87.769139223
HM557486,058XX W RICE ST,GAME/DICE,SIDEWALK,True,2006,41.895674889,-87.771316045
G556002,003XX S LAVERGNE AV,GAME/DICE,SIDEWALK,True,2001,41.87571487,-87.74910003299999
HP627476,039XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,DRUG STORE,True,2008,41.95365705,-87.72695951799999
HR463547,002XX W 22ND PL,GAME/DICE,APARTMENT,True,2009,41.852157287,-87.63312131200001
HS481709,064XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2010,41.776654218000004,-87.688463016
HM394745,069XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2006,41.768069935999996,-87.666331217
HV328302,001XX N LONG AVE,GAME/DICE,SIDEWALK,True,2012,41.882787885,-87.760206591
HJ602417,059XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2003,41.78591253,-87.65587585600001
HP279087,054XX W HADDON AVE,GAME/DICE,SIDEWALK,True,2008,41.901263295,-87.762642109
HJ480566,077XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.752986105,-87.664717289
HL794653,049XX N WESTERN AVE,WIREROOM/SPORTS,RESIDENCE,True,2005,41.971002158000005,-87.688984928
HN615092,007XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2007,41.89337924,-87.75065063299999
G573911,031XX W ARMITAGE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.917299442,-87.705622213
HL541562,008XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2005,41.895408997,-87.753166535
HM508999,031XX W 64TH ST,GAME/DICE,SIDEWALK,True,2006,41.777170802,-87.701421576
G241242,008XX W WILSON AV,GAME/DICE,GOVERNMENT BUILDING/PROPERTY,True,2001,41.965364651,-87.65176080200001
HP523206,068XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2008,41.769770119,-87.66516621299999
HL663380,055XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2005,41.875650904000004,-87.763127054
JA237757,011XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2017,41.901791872,-87.721400499
HK417964,110XX S MICHIGAN AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2004,41.693309015,-87.621013915
G623019,059XX S ARCHER AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.7954125,-87.76506369399999
HH396309,080XX S UNION AVE,GAME/DICE,STREET,True,2002,41.748381134,-87.64153535
HS368252,016XX N MASON AVE,GAME/DICE,SIDEWALK,True,2010,41.909823499,-87.773984044
HL708467,006XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2005,41.892253675,-87.71744046100001
HP520593,055XX W HADDON AVE,GAME/CARDS,SIDEWALK,True,2008,41.901242931999995,-87.76462220399999
HM175392,061XX S DR MARTIN LUTHER KING JR DR,ILLEGAL ILL LOTTERY,STREET,True,2006,41.783432002,-87.61570173700001
HR487805,0000X N LOTUS AVE,GAME/DICE,SIDEWALK,True,2009,41.881310066,-87.761574827
HJ291257,011XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.969044305,-87.65820814799999
HW477064,058XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2013,41.893847221,-87.770755425
HW352417,096XX S FOREST AVE,GAME/DICE,ALLEY,True,2013,41.719332814,-87.616499589
HL215187,056XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2005,41.902120307,-87.767240871
HY325331,079XX S ESCANABA AVE,GAME/DICE,SIDEWALK,True,2015,41.751147491,-87.55409830100001
G128520,061XX W BELMONT AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.938304351999996,-87.77876322
HT512966,061XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2011,41.782990756,-87.614478366
HJ408608,073XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.952687705,-87.810537495
HR558320,072XX S ST LAWRENCE AVE,GAME/DICE,SIDEWALK,True,2009,41.763439369000004,-87.610375106
HT232251,084XX S VINCENNES AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2011,41.740569104,-87.638973706
HV556784,010XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2012,41.899221871,-87.754476412
HJ754563,054XX W FULLERTON AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.924019477,-87.762839894
HH236195,035XX W BELMONT AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.939222859000004,-87.716727742
HM374496,052XX W GRAND AVE,GAME/DICE,SIDEWALK,True,2006,41.917270665,-87.757741389
HR368680,037XX S PRAIRIE AVE,GAME/DICE,PARK PROPERTY,True,2009,41.826527532,-87.62045268
HP488398,018XX S DRAKE AVE,GAME/DICE,STREET,True,2008,41.856112098000004,-87.713907391
HR426513,013XX S INDEPENDENCE BLVD,GAME/DICE,SIDEWALK,True,2009,41.863930074,-87.719452496
HK509295,056XX S WOLCOTT AVE,GAME/DICE,ALLEY,True,2004,41.791576264,-87.671804485
HJ500817,003XX N HAMLIN AVE,OTHER,SIDEWALK,True,2003,41.887074864,-87.720953367
HR464461,013XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2009,41.86412761,-87.70925941
HM494528,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2006,41.780483067,-87.686122155
HK579223,0000X W 104TH ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2004,41.705330609,-87.62435293
HL633902,016XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2005,41.858201078,-87.721184865
HW291684,061XX S KIMBARK AVE,GAME/DICE,SIDEWALK,True,2013,41.783298944,-87.594708522
HK686401,078XX S SEELEY AVE,GAME/DICE,STREET,True,2004,41.751120907,-87.674378549
JA148011,009XX W 83RD ST,GAME/DICE,APARTMENT,True,2017,41.74330766,-87.647152195
HR450221,007XX E OAKWOOD BLVD,GAME/DICE,SIDEWALK,True,2009,41.822718609,-87.60906660399999
G195857,056XX N RIDGE AV,GAME/DICE,ALLEY,True,2001,41.984298886,-87.660941651
HR271537,062XX S VERNON AVE,GAME/DICE,STREET,True,2009,41.781239631999995,-87.614435596
HP591306,046XX S ELLIS AVE,GAME/DICE,SIDEWALK,False,2008,41.810954083,-87.60173082899999
HP505947,046XX W MONROE ST,GAME/DICE,SIDEWALK,True,2008,41.879292799,-87.741484659
HR642202,067XX S CHAPPEL AVE,GAME/DICE,SIDEWALK,True,2009,41.772765871,-87.575253185
HV297870,020XX W 71ST ST,GAME/DICE,SIDEWALK,True,2012,41.76480113,-87.67435588299999
HR337434,011XX N PINE AVE,GAME/DICE,SIDEWALK,True,2009,41.900827108,-87.763777365
HH294295,053XX W NORTH AVE,GAME/AMUSEMENT DEVICE,OTHER,True,2002,41.909458983,-87.759068004
HM516065,062XX W ADDISON ST,GAME/AMUSEMENT DEVICE,BAR OR TAVERN,True,2006,41.945711966,-87.78238224
HM490512,107XX S WABASH AVE,GAME/DICE,STREET,True,2006,41.698969068000004,-87.62210125
HL549038,063XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2005,41.780110888,-87.61561777700001
HW336908,016XX N LUNA AVE,GAME/DICE,SIDEWALK,True,2013,41.91011041,-87.76423857399999
HJ616418,013XX N MASON AVE,GAME/DICE,SIDEWALK,True,2003,41.904522839,-87.774232355
HM640234,017XX N LINDER AVE,GAME/DICE,SIDEWALK,True,2006,41.911693567,-87.76307825200001
HZ336573,001XX N CALIFORNIA AVE,GAME/DICE,CTA BUS STOP,True,2016,41.883862049,-87.69636121399999
HS225608,047XX W HARRISON ST,GAME/DICE,SIDEWALK,True,2010,41.873192794,-87.743174845
HP410469,0000X E 118TH PL,GAME/DICE,SIDEWALK,False,2008,41.678947989,-87.62191175299999
HY373167,016XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2015,41.858462161999995,-87.71766202399999
HL410039,066XX S UNIVERSITY AVE,GAME/DICE,PARK PROPERTY,True,2005,41.774209435,-87.59849352
HJ583855,061XX S WOOD ST,GAME/DICE,SIDEWALK,True,2003,41.782370254,-87.66913823899999
HJ734024,061XX S EBERHART AVE,GAME/DICE,SIDEWALK,True,2003,41.783062756999996,-87.613267603
G620229,052XX S DAMEN AV,GAME/DICE,SIDEWALK,True,2001,41.798452925999996,-87.674579689
HP476670,073XX S PHILLIPS AVE,GAME/DICE,SIDEWALK,True,2008,41.762026746,-87.56481975700001
HM420306,005XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2006,41.889197585,-87.757839224
HR556141,039XX S PRAIRIE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.822852674,-87.619965136
HR396496,007XX S CALIFORNIA AVE,GAME/DICE,SIDEWALK,True,2009,41.871706,-87.696041325
HP595097,071XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2008,41.764526419,-87.63708431299999
HK445559,075XX S KINGSTON AVE,GAME/DICE,SIDEWALK,True,2004,41.758505506,-87.562724995
HL327352,042XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2005,41.876100074,-87.731754295
G467373,001XX W CERMAK RD,GAME/DICE,CTA PLATFORM,True,2001,41.852975676,-87.630972464
HJ545217,021XX S DAMEN AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.852689805,-87.675858722
HY254984,083XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2015,41.742462184000004,-87.649876395
HN484892,032XX W MAYPOLE AVE,GAME/DICE,ALLEY,True,2007,41.88360497,-87.707501835
HP459622,050XX W QUINCY ST,GAME/CARDS,STREET,True,2008,41.877624049,-87.75055877
HH842938,007XX S LAWNDALE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.872240409,-87.718051192
HK527665,057XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2004,41.789471532,-87.67661144700001
HL368727,084XX S WOOD ST,GAME/DICE,PARK PROPERTY,True,2005,41.740730142,-87.66804690000001
HM637630,038XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2006,41.884072528000004,-87.721958876
HL298734,050XX W HURON ST,GAME/DICE,SIDEWALK,True,2005,41.893112525,-87.751630033
HN329084,042XX W CERMAK RD,GAME/DICE,POOL ROOM,True,2007,41.851446953,-87.731475157
HT367314,009XX N MENARD AVE,GAME/DICE,SIDEWALK,True,2011,41.897915032,-87.770367105
HP472169,042XX S PRINCETON AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2008,41.81776903,-87.63359142700001
HK820899,006XX W PERSHING RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2004,41.823518721,-87.641365495
HL652957,092XX S HARPER AVE,GAME/DICE,APARTMENT,True,2005,41.726989005,-87.586693715
HP403021,034XX W FULTON BLVD,GAME/DICE,SIDEWALK,True,2008,41.886334501,-87.71237424600001
HY270056,055XX W CORCORAN PL,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2015,41.887240863,-87.763879696
JA210303,052XX W ADAMS ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2017,41.878455143000004,-87.7564558
HJ688806,003XX S KILBOURN AVE,GAME/DICE,SIDEWALK,True,2003,41.876499228,-87.73778346700001
HJ354300,065XX N CLARK ST,GAME/CARDS,OTHER,True,2003,42.001048401999995,-87.671625853
HP290569,097XX S HOXIE AVE,GAME/DICE,STREET,True,2008,41.71790373,-87.561122429
HS166554,070XX S MERRILL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.767581306,-87.572671287
HL326838,005XX E 37TH PL,GAME/DICE,FIRE STATION,True,2005,41.826608146999995,-87.613139414
HN703086,051XX W OHIO ST,GAME/DICE,SIDEWALK,True,2007,41.89131397,-87.75467636200001
HR703484,063XX S TROY ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.778013152,-87.701893587
HK779049,063XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.779492755,-87.605912536
HP681903,033XX N HARLEM AVE,GAME/CARDS,OTHER,True,2008,41.940456249,-87.806833211
HY206917,065XX S MARSHFIELD AVE,GAME/DICE,ALLEY,True,2015,41.775045809,-87.665364418
HN310522,054XX S PAULINA ST,GAME/CARDS,SIDEWALK,True,2007,41.79512456,-87.66704459799999
HM653045,069XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2006,41.768126764,-87.655410518
HM414338,056XX S EMERALD AVE,GAME/DICE,SIDEWALK,True,2006,41.791752345999996,-87.64387814700001
HJ352883,002XX N PEORIA ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.886097242,-87.64982395700001
HS214156,008XX N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2010,41.895550342,-87.76663408299999
HX434780,015XX S MILLARD AVE,GAME/DICE,SIDEWALK,True,2014,41.859863473000004,-87.71645185700001
HL296794,072XX S WOODLAWN AVE,OTHER,SIDEWALK,True,2005,41.76393126,-87.59579941
HL190992,057XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2005,41.789362171,-87.68879769899999
HS389592,013XX N HUDSON AVE,GAME/DICE,SIDEWALK,True,2010,41.907043531,-87.63967808700001
HN351078,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2007,41.867101775,-87.723449625
HL384914,007XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2005,41.89337516,-87.753096793
G166816,062XX S RICHMOND ST,GAME/DICE,OTHER,True,2001,41.780735638,-87.696946546
HN378608,074XX S KENWOOD AVE,GAME/DICE,ALLEY,True,2007,41.759801612,-87.592042204
HH690135,016XX S KOMENSKY AVE,GAME/DICE,SIDEWALK,True,2002,41.858252197,-87.72616204299999
HL691452,001XX N PARKSIDE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.88285803,-87.76659936200001
HN484092,016XX N LOCKWOOD AVE,GAME/DICE,ALLEY,True,2007,41.91043676,-87.75813710700001
HK312017,055XX W FULTON ST,GAME/DICE,SIDEWALK,True,2004,41.885731866,-87.763948183
HR292685,027XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2009,41.877447084,-87.695073647
HT457434,068XX S MAY ST,GAME/DICE,ABANDONED BUILDING,True,2011,41.769742778,-87.653025405
HS306072,009XX N MASSASOIT AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.897598906999995,-87.76913939200001
HP618283,038XX W AUGUSTA BLVD,GAME/DICE,SIDEWALK,True,2008,41.89905026,-87.722925332
G548598,040XX W MAYPOLE AV,GAME/DICE,SIDEWALK,True,2001,41.884782849000004,-87.726013737
HW461621,006XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2013,41.892536041,-87.723556644
HW473532,021XX E 87TH ST,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2013,41.737094305,-87.57299817799999
HJ371895,040XX S PRAIRIE AVE,OTHER,SIDEWALK,True,2003,41.821573637,-87.619931639
HX434852,028XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2014,41.87924295,-87.69725533100001
HR618878,053XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2009,41.797177880999996,-87.66102354200001
HJ532348,029XX N CLYBOURN AVE,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2003,41.934844327,-87.681675129
HJ365814,034XX W ARMITAGE AVE,BOLITA OR BOLI PUL/RUNNER,STREET,True,2003,41.917338545,-87.712308925
HX414625,008XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2014,41.895517354,-87.75071935
HL005410,073XX N DAMEN AVE,GAME/DICE,SIDEWALK,True,2005,42.014842024000004,-87.68048743799999
HH395842,020XX W 67TH PL,GAME/DICE,SIDEWALK,True,2002,41.771152524,-87.67502405399999
HT352858,040XX S PRAIRIE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2011,41.821461084,-87.61992555100001
HM423902,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2006,41.791600653,-87.660880139
HZ183333,048XX W FULTON ST,GAME/DICE,SIDEWALK,True,2016,41.885734972,-87.74603776299999
HW320454,064XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2013,41.776870582,-87.676278078
HN382944,081XX S KOSTNER AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2007,41.745198856,-87.731427787
HL592672,070XX S GREEN ST,GAME/DICE,STREET,True,2005,41.766007829,-87.64565673700001
G623951,063XX S COTTAGE GROVE AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.780259448,-87.606076191
HS339666,016XX W HOWARD ST,GAME/DICE,PARK PROPERTY,True,2010,42.019371503,-87.671181992
HV231003,062XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2012,41.780737448000004,-87.650885344
HT376782,059XX W IOWA ST,GAME/DICE,SIDEWALK,True,2011,41.896553012,-87.773556247
HX314661,075XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2014,41.758338193,-87.583475305
HX371086,050XX W HURON ST,GAME/DICE,SIDEWALK,True,2014,41.893113613000004,-87.75130314
HM296394,059XX S WINCHESTER AVE,GAME/DICE,STREET,True,2006,41.785720547,-87.67286202700001
HP498540,011XX S MASON AVE,GAME/DICE,SIDEWALK,True,2008,41.866437316,-87.77293425
HZ408627,015XX S KOSTNER AVE,GAME/DICE,SIDEWALK,True,2016,41.859894538,-87.734769543
HP698437,032XX W LEXINGTON ST,GAME/DICE,ALLEY,True,2008,41.871860592,-87.707183161
HS483812,061XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2010,41.781989896,-87.68860021399999
HX389089,120XX S PARNELL AVE,GAME/DICE,SIDEWALK,True,2014,41.675278905,-87.63580685
G532296,019XX W WASHINGTON BL,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.883290633,-87.674366292
HL693703,071XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2005,41.765353802,-87.58365753700001
